Customer Reference ID,Item Purchased,Purchase Amount (USD),Date Purchase,Review Rating,Payment Method,Standardized Purchase Amount (USD),Year,Month,Weekday,Item Purchased Encoded,Payment Method Encoded
4087,Scarf,18.0,2022-11-21,1.7,Credit Card,-1.7771709651715524,2022,11,0,31,1
4060,Polo Shirt,112.0,2023-06-08,1.2,Cash,0.10269761653998703,2023,6,3,26,0
3989,Sweater,64.0,2023-03-13,3.2,Credit Card,-0.8572352762488842,2023,3,0,39,1
4032,Wallet,155.0,2023-03-08,1.1,Credit Card,0.9626374996633509,2023,3,2,49,1
3972,Boots,90.0,2023-01-26,4.6,Credit Card,-0.3372716259882456,2023,1,3,4,1
4051,Umbrella,137.0,2023-06-30,4.6,Cash,0.6026626648675242,2023,6,4,47,0
4097,Tank Top,174.0,2022-10-10,3.4,Cash,1.3426109363922791,2022,10,0,42,0
3970,Camisole,77.0,2023-01-05,2.4,Cash,-0.5972534511185649,2023,1,3,6,0
3957,Gloves,116.0,2023-05-16,2.7,Cash,0.18269202427239298,2023,5,1,12,0
4100,Loafers,147.0,2023-03-02,3.9,Credit Card,0.802648684198539,2023,3,3,21,1
4048,Pajamas,159.0,2022-11-08,1.2,Credit Card,1.0426319073957568,2022,11,1,24,1
3985,Flannel Shirt,159.0,2023-03-05,2.6,Cash,1.0426319073957568,2023,3,6,10,0
4029,Leggings,66.0,2023-06-16,3.7,Cash,-0.8172380723826812,2023,6,4,20,0
3964,Hat,45.0,2023-03-17,4.8,Cash,-1.2372087129778124,2023,3,4,14,0
4017,Bowtie,33.0,2023-09-28,3.3,Credit Card,-1.47719193617503,2023,9,3,5,1
4067,Handbag,38.0,2023-05-25,3.1,Cash,-1.3771989265095228,2023,5,3,13,0
4108,T-shirt,107.0,2023-09-10,2.5,Credit Card,0.0027046068744796137,2023,9,6,41,1
4057,Jacket,119.0,2023-01-02,4.7,Cash,0.24268783007169742,2023,1,0,16,0
4117,Kimono,162.0,2023-04-16,1.1,Cash,1.1026277131950613,2023,4,6,19,0
4038,Jacket,119.0,2022-10-27,4.8,Credit Card,0.24268783007169742,2022,10,3,16,1
4054,Socks,129.0,2022-12-23,2.6590163934426227,Cash,0.44267384940271226,2022,12,4,36,0
4060,Sweater,151.0,2023-07-17,3.2,Cash,0.8826430919309449,2023,7,0,39,0
4054,Handbag,12.0,2022-12-29,2.6,Credit Card,-1.8971625767701614,2022,12,3,13,1
4068,Pants,39.0,2023-03-21,2.4,Credit Card,-1.3572003245764213,2023,3,1,25,1
4096,Scarf,147.0,2023-02-11,4.1,Credit Card,0.802648684198539,2023,2,5,31,1
4011,Blouse,174.0,2023-04-21,3.4,Cash,1.3426109363922791,2023,4,4,3,0
4001,Hoodie,85.0,2023-09-17,3.3,Cash,-0.437264635653753,2023,9,6,15,0
4078,Hat,126.0,2023-06-29,2.1,Credit Card,0.3826780436034078,2023,6,3,14,1
3992,Slippers,120.5,2023-04-26,2.9,Cash,0.2726857329713496,2023,4,2,34,0
4005,Sun Hat,194.0,2022-12-16,2.9,Credit Card,1.7425829750543087,2022,12,4,37,1
4099,Scarf,138.0,2023-05-20,2.9,Credit Card,0.6226612668006256,2023,5,5,31,1
4055,Boots,139.0,2023-01-05,1.9,Credit Card,0.642659868733727,2023,1,3,4,1
4049,Trench Coat,170.0,2023-07-13,3.165151515151515,Cash,1.2626165286598732,2023,7,3,44,0
4063,Hoodie,173.0,2023-06-23,2.1,Credit Card,1.3226123344591776,2023,6,4,15,1
3996,Belt,60.0,2023-03-04,2.3,Credit Card,-0.9372296839812901,2023,3,5,1,1
4030,Camisole,100.5,2022-10-25,2.6520547945205477,Credit Card,-0.12728630569068003,2022,10,1,6,1
3989,Overalls,148.0,2023-05-19,4.1,Credit Card,0.8226472861316404,2023,5,4,23,1
3991,Blazer,145.0,2023-05-03,4.5,Credit Card,0.762651480332336,2023,5,2,2,1
3959,Coat,163.0,2023-05-09,3.5,Credit Card,1.1226263151281628,2023,5,1,8,1
3975,Camisole,14.0,2023-02-07,3.5,Cash,-1.8571653729039583,2023,2,1,6,0
4122,Socks,86.0,2022-12-10,2.6590163934426227,Credit Card,-0.4172660337206515,2022,12,5,36,1
3961,Boots,88.0,2022-10-07,1.2,Cash,-0.3772688298544486,2022,10,4,4,0
3993,Belt,71.0,2023-05-18,4.4,Credit Card,-0.7172450627171738,2023,5,3,1,1
4081,Hat,30.0,2023-09-01,1.2,Credit Card,-1.5371877419743347,2023,9,4,14,1
4068,Loafers,127.0,2023-04-13,1.2,Credit Card,0.4026766455365093,2023,4,3,21,1
3991,Boots,27.0,2023-09-16,2.0,Credit Card,-1.5971835477736391,2023,9,5,4,1
3978,Blazer,146.0,2023-01-15,3.7,Credit Card,0.7826500822654375,2023,1,6,2,1
3992,Cardigan,42.0,2022-12-14,2.4,Credit Card,-1.2972045187771168,2022,12,2,7,1
4121,Sunglasses,150.0,2023-06-03,3.4,Credit Card,0.8626444899978434,2023,6,5,38,1
4063,Bowtie,100.0,2022-11-05,1.3,Credit Card,-0.13728560665723077,2022,11,5,5,1
4073,Handbag,165.0,2023-09-28,3.0,Credit Card,1.1626235189943657,2023,9,3,13,1
4111,Socks,64.0,2023-01-15,2.3,Credit Card,-0.8572352762488842,2023,1,6,36,1
4065,Sneakers,196.0,2023-03-24,4.3,Credit Card,1.7825801789205116,2023,3,4,35,1
4116,Onesie,192.0,2023-01-16,3.6,Credit Card,1.7025857711881058,2023,1,0,22,1
4003,Hoodie,181.0,2023-07-09,1.6,Credit Card,1.4826011499239895,2023,7,6,15,1
4073,Swimsuit,122.0,2023-04-25,4.2,Credit Card,0.3026836358710019,2023,4,1,40,1
4087,Vest,125.0,2023-06-02,2.6,Credit Card,0.3626794416703063,2023,6,4,48,1
4065,Pajamas,119.0,2023-05-03,2.9,Credit Card,0.24268783007169742,2023,5,2,24,1
4098,Coat,96.0,2023-09-21,3.5,Credit Card,-0.2172800143896367,2023,9,3,8,1
4072,Onesie,116.0,2022-12-11,1.2,Cash,0.18269202427239298,2022,12,6,22,0
4055,Bowtie,160.0,2023-04-03,4.6,Cash,1.0626305093288582,2023,4,0,5,0
4047,Belt,28.0,2023-08-07,3.001190476190476,Cash,-1.5771849458405376,2023,8,0,1,0
4014,Trench Coat,25.0,2022-12-05,4.2,Cash,-1.637180751639842,2022,12,0,44,0
4004,Flip-Flops,18.0,2023-01-21,4.1,Credit Card,-1.7771709651715524,2023,1,5,11,1
4065,Poncho,28.0,2023-06-29,3.3,Credit Card,-1.5771849458405376,2023,6,3,27,1
4111,Belt,81.0,2023-05-10,1.9,Credit Card,-0.5172590433861589,2023,5,2,1,1
3958,Tunic,64.0,2023-06-17,1.1,Cash,-0.8572352762488842,2023,6,5,46,0
4104,Pants,195.0,2023-06-02,2.5,Cash,1.7625815769874102,2023,6,4,25,0
4084,Onesie,156.0,2023-08-08,1.3,Credit Card,0.9826361015964523,2023,8,1,22,1
4017,Jeans,72.0,2022-10-28,3.2634615384615384,Credit Card,-0.6972464607840724,2022,10,4,17,1
4085,Tunic,114.0,2023-04-28,1.9,Credit Card,0.14269482040619,2023,4,4,46,1
4025,Pajamas,119.0,2023-09-10,3.3,Cash,0.24268783007169742,2023,9,6,24,0
4062,Belt,94.0,2023-09-22,2.7,Credit Card,-0.25727721825583966,2023,9,4,1,1
4096,Hoodie,118.0,2022-10-17,4.4,Cash,0.22268922813859593,2022,10,0,15,0
4104,Tunic,196.0,2023-02-13,1.2,Cash,1.7825801789205116,2023,2,0,46,0
4050,Blazer,119.5,2023-06-23,3.1,Credit Card,0.25268713103824814,2023,6,4,2,1
3965,Loafers,175.0,2023-06-26,2.1,Cash,1.3626095383253805,2023,6,0,21,0
3966,Polo Shirt,104.0,2023-04-21,2.2,Credit Card,-0.057291198924824836,2023,4,4,26,1
4102,Pants,96.0,2023-07-31,2.0,Credit Card,-0.2172800143896367,2023,7,0,25,1
4080,Sun Hat,37.0,2023-09-14,2.4,Cash,-1.3971975284426243,2023,9,3,37,0
4051,Camisole,58.0,2023-01-29,4.0,Cash,-0.9772268878474931,2023,1,6,6,0
3985,Hat,45.0,2022-12-31,2.0,Credit Card,-1.2372087129778124,2022,12,5,14,1
4105,Sandals,81.0,2022-10-31,4.5,Credit Card,-0.5172590433861589,2022,10,0,30,1
4080,Pajamas,29.0,2023-09-22,2.4,Credit Card,-1.557186343907436,2023,9,4,24,1
3977,Overalls,150.0,2023-03-22,4.7,Cash,0.8626444899978434,2023,3,2,23,0
3993,Blazer,119.5,2023-04-09,3.4,Cash,0.25268713103824814,2023,4,6,2,0
4091,Overalls,148.0,2023-01-30,2.7,Cash,0.8226472861316404,2023,1,0,23,0
4028,Cardigan,33.0,2023-02-11,4.3,Credit Card,-1.47719193617503,2023,2,5,7,1
4076,Pajamas,70.0,2022-10-05,3.2,Credit Card,-0.7372436646502752,2022,10,2,24,1
4089,Sun Hat,99.0,2023-03-28,2.6,Cash,-0.15728420859033226,2023,3,1,37,0
3977,Loafers,64.0,2022-10-15,1.6,Cash,-0.8572352762488842,2022,10,5,21,0
4090,Onesie,25.0,2023-09-18,2.1,Cash,-1.637180751639842,2023,9,0,22,0
4113,Jacket,119.0,2023-06-27,1.3,Cash,0.24268783007169742,2023,6,1,16,0
3979,Trousers,104.0,2023-08-07,4.9,Credit Card,-0.057291198924824836,2023,8,0,45,1
4019,Blouse,126.0,2022-12-15,3.5,Credit Card,0.3826780436034078,2022,12,3,3,1
4077,Romper,188.0,2023-06-01,4.6,Credit Card,1.6225913634556999,2023,6,3,29,1
4118,Onesie,152.0,2023-01-12,1.1,Credit Card,0.9026416938640464,2023,1,3,22,1
3976,Socks,134.0,2023-07-24,2.1,Credit Card,0.5426668590682197,2023,7,0,36,1
4119,Pants,71.0,2023-05-04,4.7,Cash,-0.7172450627171738,2023,5,3,25,0
4095,Socks,24.0,2022-11-13,1.5,Cash,-1.6571793535729435,2022,11,6,36,0
4105,T-shirt,148.0,2023-03-18,3.0,Credit Card,0.8226472861316404,2023,3,5,41,1
4036,T-shirt,107.0,2023-08-03,3.8,Credit Card,0.0027046068744796137,2023,8,3,41,1
4113,Trench Coat,22.0,2023-05-20,1.5,Cash,-1.6971765574391464,2023,5,5,44,0
3970,Camisole,138.0,2023-05-09,4.7,Cash,0.6226612668006256,2023,5,1,6,0
4044,Camisole,145.0,2023-02-10,2.4,Cash,0.762651480332336,2023,2,4,6,0
4093,Swimsuit,122.0,2022-10-06,3.2,Cash,0.3026836358710019,2022,10,3,40,0
3959,Kimono,30.0,2023-03-11,1.5,Cash,-1.5371877419743347,2023,3,5,19,0
4077,Vest,27.0,2023-01-08,4.6,Credit Card,-1.5971835477736391,2023,1,6,48,1
4073,Tie,182.0,2023-09-16,3.5,Cash,1.5025997518570908,2023,9,5,43,0
4088,Vest,113.0,2023-09-02,1.2,Credit Card,0.12269621847308852,2023,9,5,48,1
4077,Poncho,111.5,2023-03-15,2.4,Credit Card,0.09269831557343629,2023,3,2,27,1
4103,Swimsuit,73.0,2023-04-30,2.6,Cash,-0.6772478588509708,2023,4,6,40,0
4041,Pajamas,20.0,2023-05-20,4.3,Cash,-1.7371737613053495,2023,5,5,24,0
4064,Kimono,117.0,2022-10-31,2.9,Cash,0.20269062620549444,2022,10,0,19,0
4047,Blazer,154.0,2023-06-01,1.7,Cash,0.9426388977302493,2023,6,3,2,0
4032,Backpack,76.0,2023-06-15,4.7,Cash,-0.6172520530516664,2023,6,3,0,0
4031,Slippers,193.0,2023-08-02,1.3,Credit Card,1.7225843731212072,2023,8,2,34,1
3999,Jacket,77.0,2023-05-27,3.4,Credit Card,-0.5972534511185649,2023,5,5,16,1
3966,Tie,181.0,2023-06-14,3.6,Credit Card,1.4826011499239895,2023,6,2,43,1
4109,Dress,127.0,2023-09-30,2.8,Cash,0.4026766455365093,2023,9,5,9,0
4034,Shorts,28.0,2023-03-24,3.4,Cash,-1.5771849458405376,2023,3,4,32,0
4101,Pajamas,119.0,2023-03-27,1.4,Cash,0.24268783007169742,2023,3,0,24,0
4023,Sunglasses,154.0,2023-02-09,2.4,Credit Card,0.9426388977302493,2023,2,3,38,1
3972,Coat,28.0,2022-12-22,4.6,Credit Card,-1.5771849458405376,2022,12,3,8,1
4118,Socks,139.0,2023-05-13,4.4,Credit Card,0.642659868733727,2023,5,5,36,1
4078,Tunic,99.0,2022-11-10,2.3,Cash,-0.15728420859033226,2022,11,3,46,0
4105,Belt,72.0,2023-07-29,1.7,Credit Card,-0.6972464607840724,2023,7,5,1,1
4000,Sandals,50.0,2023-09-27,4.3,Cash,-1.137215703312305,2023,9,2,30,0
4103,Jumpsuit,149.0,2022-10-16,5.0,Cash,0.8426458880647419,2022,10,6,18,0
3970,Tunic,166.0,2023-02-02,3.1,Credit Card,1.1826221209274672,2023,2,3,46,1
4031,Camisole,177.0,2023-06-28,3.5,Cash,1.4026067421915835,2023,6,2,6,0
4116,Raincoat,180.0,2023-02-11,3.0,Cash,1.462602547990888,2023,2,5,28,0
3963,Trench Coat,86.0,2022-12-16,1.5,Cash,-0.4172660337206515,2022,12,4,44,0
4030,Romper,36.0,2023-01-02,2.8,Credit Card,-1.4171961303757257,2023,1,0,29,1
4081,Kimono,44.0,2023-06-03,2.2,Credit Card,-1.257207314910914,2023,6,5,19,1
3978,Handbag,37.0,2023-01-17,5.0,Cash,-1.3971975284426243,2023,1,1,13,0
3989,Tank Top,49.0,2023-04-26,4.7,Credit Card,-1.1572143052454065,2023,4,2,42,1
4086,Swimsuit,164.0,2022-12-07,1.6,Cash,1.1426249170612641,2022,12,2,40,0
3976,Tank Top,97.0,2023-05-23,4.4,Cash,-0.19728141245653522,2023,5,1,42,0
4028,Sweater,172.0,2023-01-15,1.1,Credit Card,1.302613732526076,2023,1,6,39,1
4021,Backpack,139.0,2023-01-02,4.8,Cash,0.642659868733727,2023,1,0,0,0
3990,Pajamas,23.0,2022-11-01,4.2,Credit Card,-1.677177955506045,2022,11,1,24,1
4114,Belt,94.0,2023-09-28,3.001190476190476,Cash,-0.25727721825583966,2023,9,3,1,0
4028,Poncho,80.0,2022-12-31,1.1,Cash,-0.5372576453192605,2022,12,5,27,0
4027,Boots,92.0,2022-12-30,4.8,Credit Card,-0.29727442212204264,2022,12,4,4,1
4022,Boots,43.0,2023-08-27,3.9,Cash,-1.2772059168440153,2023,8,6,4,0
3960,Onesie,77.0,2022-12-16,4.3,Cash,-0.5972534511185649,2022,12,4,22,0
3985,Dress,96.5,2023-06-05,1.4,Credit Card,-0.20728071342308596,2023,6,0,9,1
4111,Swimsuit,190.0,2022-11-23,4.4,Credit Card,1.6625885673219027,2022,11,2,40,1
4001,Handbag,12.0,2022-11-25,2.7,Cash,-1.8971625767701614,2022,11,4,13,0
4108,Romper,107.0,2022-11-09,4.5,Credit Card,0.0027046068744796137,2022,11,2,29,1
3995,Umbrella,186.0,2023-05-27,3.9,Cash,1.5825941595894968,2023,5,5,47,0
4071,Jeans,149.0,2023-04-09,2.4,Cash,0.8426458880647419,2023,4,6,17,0
4051,Tank Top,88.5,2023-08-31,3.1837837837837837,Credit Card,-0.3672695288878978,2023,8,3,42,1
4001,Wallet,151.0,2023-06-09,3.9,Cash,0.8826430919309449,2023,6,4,49,0
4023,Backpack,120.0,2023-05-08,3.0,Credit Card,0.2626864320047989,2023,5,0,0,1
4017,Pants,71.0,2023-08-08,3.5,Cash,-0.7172450627171738,2023,8,1,25,0
4081,Sandals,20.0,2022-12-02,4.1,Cash,-1.7371737613053495,2022,12,4,30,0
4003,Loafers,63.0,2023-06-10,2.3,Credit Card,-0.8772338781819857,2023,6,5,21,1
4092,Overalls,180.0,2022-11-25,2.7,Cash,1.462602547990888,2022,11,4,23,0
3965,Umbrella,105.0,2023-05-06,4.2,Cash,-0.037292596991723354,2023,5,5,47,0
4044,Pants,114.0,2022-12-25,4.4,Credit Card,0.14269482040619,2022,12,6,25,1
3978,Sandals,49.0,2022-10-31,4.5,Cash,-1.1572143052454065,2022,10,0,30,0
3994,Boots,70.0,2023-03-01,3.2241379310344827,Cash,-0.7372436646502752,2023,3,2,4,0
4109,Loafers,55.0,2022-12-21,1.0,Credit Card,-1.0372226936467976,2022,12,2,21,1
3996,Slippers,16.0,2023-08-13,2.5,Credit Card,-1.8171681690377555,2023,8,6,34,1
4083,Wallet,107.0,2023-07-07,3.7,Credit Card,0.0027046068744796137,2023,7,4,49,1
4062,Coat,115.0,2023-04-10,1.6,Credit Card,0.1626934223392915,2023,4,0,8,1
4055,T-shirt,198.0,2022-11-29,3.9,Credit Card,1.8225773827867147,2022,11,1,41,1
4017,Shorts,78.0,2023-02-26,1.8,Credit Card,-0.5772548491854634,2023,2,6,32,1
4069,Jumpsuit,119.0,2023-02-16,4.8,Cash,0.24268783007169742,2023,2,3,18,0
4120,Hoodie,107.0,2023-07-11,4.0,Cash,0.0027046068744796137,2023,7,1,15,0
3999,Backpack,130.0,2023-04-26,3.0636363636363635,Cash,0.46267245133581375,2023,4,2,0,0
4010,Romper,127.0,2023-07-24,3.123529411764706,Credit Card,0.4026766455365093,2023,7,0,29,1
4104,Pajamas,68.0,2023-07-12,1.8,Cash,-0.7772408685164782,2023,7,2,24,0
4045,Vest,178.0,2023-01-29,2.7,Credit Card,1.4226053441246849,2023,1,6,48,1
3970,Romper,107.0,2022-10-18,2.5,Cash,0.0027046068744796137,2022,10,1,29,0
4121,Slippers,27.0,2023-04-11,3.6,Credit Card,-1.5971835477736391,2023,4,1,34,1
4024,Hoodie,81.0,2022-12-30,3.6,Credit Card,-0.5172590433861589,2022,12,4,15,1
3986,Flannel Shirt,140.0,2022-11-24,2.2,Cash,0.6626584706668286,2022,11,3,10,0
3970,Socks,147.0,2023-05-07,2.2,Credit Card,0.802648684198539,2023,5,6,36,1
3999,Belt,17.0,2023-07-25,4.2,Credit Card,-1.797169567104654,2023,7,1,1,1
4075,Coat,117.5,2022-10-06,2.4,Cash,0.21268992717204518,2022,10,3,8,0
4059,Belt,55.0,2023-01-16,1.4,Cash,-1.0372226936467976,2023,1,0,1,0
4078,Sandals,77.0,2023-07-28,4.5,Cash,-0.5972534511185649,2023,7,4,30,0
4034,Tank Top,88.5,2023-01-01,2.1,Cash,-0.3672695288878978,2023,1,6,42,0
4078,Blazer,98.0,2023-01-05,2.3,Credit Card,-0.17728281052343375,2023,1,3,2,1
4093,Trench Coat,90.0,2022-10-17,1.5,Cash,-0.3372716259882456,2022,10,0,44,0
4016,Polo Shirt,140.0,2023-01-02,2.3,Cash,0.6626584706668286,2023,1,0,26,0
4054,Wallet,107.0,2023-05-01,3.8,Cash,0.0027046068744796137,2023,5,0,49,0
4056,Pajamas,58.0,2023-07-20,4.1,Cash,-0.9772268878474931,2023,7,3,24,0
4078,Slippers,191.0,2023-07-10,4.2,Credit Card,1.6825871692550043,2023,7,0,34,1
4024,Blazer,143.0,2022-10-09,2.6,Credit Card,0.722654276466133,2022,10,6,2,1
3994,Camisole,147.0,2022-11-19,2.2,Cash,0.802648684198539,2022,11,5,6,0
4092,Tie,199.0,2023-02-15,4.6,Cash,1.8425759847198162,2023,2,2,43,0
4068,Tunic,60.0,2023-01-04,1.2,Cash,-0.9372296839812901,2023,1,2,46,0
3960,Camisole,27.0,2023-09-14,2.0,Credit Card,-1.5971835477736391,2023,9,3,6,1
4030,Hoodie,94.0,2023-04-23,2.6,Credit Card,-0.25727721825583966,2023,4,6,15,1
4071,Skirt,179.0,2023-02-16,2.6,Credit Card,1.4426039460577864,2023,2,3,33,1
4054,Handbag,194.0,2023-06-12,2.1,Credit Card,1.7425829750543087,2023,6,0,13,1
4037,Sunglasses,139.0,2022-11-10,2.4,Cash,0.642659868733727,2022,11,3,38,0
4092,Jumpsuit,114.0,2022-11-02,2.2,Credit Card,0.14269482040619,2022,11,2,18,1
3967,Raincoat,188.0,2023-05-06,3.3,Cash,1.6225913634556999,2023,5,5,28,0
3981,Pants,42.0,2023-07-08,1.8,Credit Card,-1.2972045187771168,2023,7,5,25,1
4093,Sneakers,121.0,2022-10-14,4.8,Cash,0.2826850339379004,2022,10,4,35,0
4120,Poncho,107.0,2022-11-07,2.3,Cash,0.0027046068744796137,2022,11,0,27,0
4047,Scarf,54.0,2023-05-20,1.1,Credit Card,-1.057221295579899,2023,5,5,31,1
4067,Poncho,87.0,2023-05-27,4.2,Credit Card,-0.3972674317875501,2023,5,5,27,1
4113,Vest,10.0,2022-10-11,2.9206349206349205,Credit Card,-1.9371597806363643,2022,10,1,48,1
4026,Tank Top,63.0,2023-01-20,4.6,Cash,-0.8772338781819857,2023,1,4,42,0
4042,Blazer,158.0,2022-11-12,3.2,Cash,1.0226333054626553,2022,11,5,2,0
4026,T-shirt,92.0,2023-04-24,3.1,Credit Card,-0.29727442212204264,2023,4,0,41,1
4025,Coat,123.0,2023-01-09,1.8,Cash,0.3226822378041034,2023,1,0,8,0
3982,Kimono,140.0,2023-05-18,3.1,Credit Card,0.6626584706668286,2023,5,3,19,1
4022,T-shirt,198.0,2022-10-22,1.9,Cash,1.8225773827867147,2022,10,5,41,0
4106,Skirt,116.0,2023-03-26,4.6,Cash,0.18269202427239298,2023,3,6,33,0
4057,Jacket,119.0,2023-09-17,1.9,Cash,0.24268783007169742,2023,9,6,16,0
4075,Jumpsuit,172.0,2022-10-07,4.8,Credit Card,1.302613732526076,2022,10,4,18,1
4018,Tank Top,33.0,2022-10-18,3.1837837837837837,Credit Card,-1.47719193617503,2022,10,1,42,1
4107,Tie,70.0,2023-02-28,3.048979591836735,Cash,-0.7372436646502752,2023,2,1,43,0
4006,Flannel Shirt,67.0,2023-07-27,1.4,Cash,-0.7972394704495798,2023,7,3,10,0
4090,Tie,47.0,2023-01-11,2.9,Cash,-1.1972115091116093,2023,1,2,43,0
4043,Backpack,120.0,2023-01-16,2.2,Cash,0.2626864320047989,2023,1,0,0,0
4003,Cardigan,131.0,2023-01-04,4.1,Credit Card,0.48267105326891524,2023,1,2,7,1
4037,Camisole,28.0,2023-05-01,2.1,Cash,-1.5771849458405376,2023,5,0,6,0
4097,Belt,171.0,2023-05-24,4.1,Cash,1.2826151305929745,2023,5,2,1,0
3959,Coat,193.0,2023-01-03,1.5,Credit Card,1.7225843731212072,2023,1,1,8,1
3959,Hat,136.0,2023-02-08,2.1,Credit Card,0.5826640629344226,2023,2,2,14,1
3974,Swimsuit,47.0,2023-02-22,3.0919354838709676,Credit Card,-1.1972115091116093,2023,2,2,40,1
3960,Hat,11.0,2023-04-12,2.883050847457627,Credit Card,-1.9171611787032627,2023,4,2,14,1
4062,Romper,37.0,2023-07-24,4.0,Cash,-1.3971975284426243,2023,7,0,29,0
3982,Blouse,66.0,2023-01-24,1.1,Cash,-0.8172380723826812,2023,1,1,3,0
4091,Socks,86.0,2022-11-28,3.4,Credit Card,-0.4172660337206515,2022,11,0,36,1
3983,Kimono,142.0,2023-05-15,3.9,Credit Card,0.7026556745330316,2023,5,0,19,1
4071,Hat,152.0,2022-12-22,1.8,Credit Card,0.9026416938640464,2022,12,3,14,1
4046,Trench Coat,41.0,2023-07-17,2.2,Credit Card,-1.3172031207102184,2023,7,0,44,1
4013,Shorts,128.0,2023-02-21,3.0,Cash,0.42267524746961077,2023,2,1,32,0
4029,Bowtie,153.0,2023-05-17,2.9068181818181817,Credit Card,0.9226402957971479,2023,5,2,5,1
4021,Sunglasses,123.0,2023-05-11,1.8,Cash,0.3226822378041034,2023,5,3,38,0
4006,Scarf,194.0,2023-02-02,3.6,Cash,1.7425829750543087,2023,2,3,31,0
3965,Hat,119.0,2023-07-13,2.2,Cash,0.24268783007169742,2023,7,3,14,0
3963,Socks,150.0,2022-10-04,2.6590163934426227,Credit Card,0.8626444899978434,2022,10,1,36,1
4115,Sweater,50.0,2023-07-05,3.2,Cash,-1.137215703312305,2023,7,2,39,0
3980,Poncho,131.0,2023-01-23,4.6,Credit Card,0.48267105326891524,2023,1,0,27,1
3971,Hat,73.0,2023-07-17,2.0,Credit Card,-0.6772478588509708,2023,7,0,14,1
4109,Tunic,80.0,2022-10-18,2.4068965517241376,Credit Card,-0.5372576453192605,2022,10,1,46,1
4012,Socks,143.0,2023-04-23,2.6,Cash,0.722654276466133,2023,4,6,36,0
4110,Sandals,71.0,2023-03-17,3.2,Cash,-0.7172450627171738,2023,3,4,30,0
4120,Tie,29.0,2023-02-12,1.9,Credit Card,-1.557186343907436,2023,2,6,43,1
3988,Bowtie,70.0,2022-11-02,2.6,Credit Card,-0.7372436646502752,2022,11,2,5,1
3987,Handbag,91.0,2022-12-21,2.5,Cash,-0.3172730240551441,2022,12,2,13,0
3979,Flip-Flops,30.0,2023-03-30,3.6,Cash,-1.5371877419743347,2023,3,3,11,0
4111,Skirt,116.0,2023-08-13,4.2,Credit Card,0.18269202427239298,2023,8,6,33,1
3990,Handbag,187.0,2023-08-11,1.4,Credit Card,1.6025927615225983,2023,8,4,13,1
4053,Coat,117.5,2023-07-10,4.5,Credit Card,0.21268992717204518,2023,7,0,8,1
4122,Hoodie,116.0,2023-03-17,2.0,Cash,0.18269202427239298,2023,3,4,15,0
4101,Cardigan,148.0,2022-11-26,3.5,Credit Card,0.8226472861316404,2022,11,5,7,1
